id,gender,age,Mask,Class,img
003514-1,0,0,m,0,input/data/train/images/003514-1_male_Asian_20/mask1.jpg
003514-1,0,0,m,0,input/data/train/images/003514-1_male_Asian_20/mask5.jpg
003514-1,0,0,m,0,input/data/train/images/003514-1_male_Asian_20/mask3.jpg
000268,0,1,n,13,input/data/train/images/000268_male_Asian_59/normal.jpg
000268,0,1,i,7,input/data/train/images/000268_male_Asian_59/incorrect_mask.jpg
000268,0,1,m,1,input/data/train/images/000268_male_Asian_59/mask2.jpg
000268,0,1,m,1,input/data/train/images/000268_male_Asian_59/mask4.jpg
000268,0,1,m,1,input/data/train/images/000268_male_Asian_59/mask1.jpg
000268,0,1,m,1,input/data/train/images/000268_male_Asian_59/mask5.jpg
000268,0,1,m,1,input/data/train/images/000268_male_Asian_59/mask3.jpg
003111,1,0,n,15,input/data/train/images/003111_female_Asian_19/normal.jpg
003111,1,0,i,9,input/data/train/images/003111_female_Asian_19/incorrect_mask.jpg
003111,1,0,m,3,input/data/train/images/003111_female_Asian_19/mask2.jpg
003111,1,0,m,3,input/data/train/images/003111_female_Asian_19/mask4.jpg
003111,1,0,m,3,input/data/train/images/003111_female_Asian_19/mask1.jpg
003111,1,0,m,3,input/data/train/images/003111_female_Asian_19/mask5.jpg
003111,1,0,m,3,input/data/train/images/003111_female_Asian_19/mask3.jpg
003733,0,1,n,13,input/data/train/images/003733_male_Asian_58/normal.jpg
003733,0,1,i,7,input/data/train/images/003733_male_Asian_58/incorrect_mask.jpg
003733,0,1,m,1,input/data/train/images/003733_male_Asian_58/mask2.jpg
003733,0,1,m,1,input/data/train/images/003733_male_Asian_58/mask4.jpg
003733,0,1,m,1,input/data/train/images/003733_male_Asian_58/mask1.jpg
003733,0,1,m,1,input/data/train/images/003733_male_Asian_58/mask5.jpg
003733,0,1,m,1,input/data/train/images/003733_male_Asian_58/mask3.jpg
000694,1,1,n,16,input/data/train/images/000694_female_Asian_54/normal.jpg
000694,1,1,i,10,input/data/train/images/000694_female_Asian_54/incorrect_mask.jpg
000694,1,1,m,4,input/data/train/images/000694_female_Asian_54/mask2.jpg
000694,1,1,m,4,input/data/train/images/000694_female_Asian_54/mask4.jpg
000694,1,1,m,4,input/data/train/images/000694_female_Asian_54/mask1.jpg
000694,1,1,m,4,input/data/train/images/000694_female_Asian_54/mask5.jpg
000694,1,1,m,4,input/data/train/images/000694_female_Asian_54/mask3.jpg
005023,1,1,n,16,input/data/train/images/005023_female_Asian_53/normal.jpg
005023,1,1,i,10,input/data/train/images/005023_female_Asian_53/incorrect_mask.jpg
005023,1,1,m,4,input/data/train/images/005023_female_Asian_53/mask2.jpg
005023,1,1,m,4,input/data/train/images/005023_female_Asian_53/mask4.jpg
005023,1,1,m,4,input/data/train/images/005023_female_Asian_53/mask1.jpg
005023,1,1,m,4,input/data/train/images/005023_female_Asian_53/mask5.jpg
005023,1,1,m,4,input/data/train/images/005023_female_Asian_53/mask3.jpg
005141,0,1,n,13,input/data/train/images/005141_male_Asian_48/normal.jpg
005141,0,1,i,7,input/data/train/images/005141_male_Asian_48/incorrect_mask.jpg
005141,0,1,m,1,input/data/train/images/005141_male_Asian_48/mask2.jpg
005141,0,1,m,1,input/data/train/images/005141_male_Asian_48/mask4.jpg
005141,0,1,m,1,input/data/train/images/005141_male_Asian_48/mask1.jpg
005141,0,1,m,1,input/data/train/images/005141_male_Asian_48/mask5.jpg
005141,0,1,m,1,input/data/train/images/005141_male_Asian_48/mask3.jpg
004430,0,0,n,12,input/data/train/images/004430_male_Asian_18/normal.jpg
004430,0,0,i,6,input/data/train/images/004430_male_Asian_18/incorrect_mask.jpg
004430,0,0,m,0,input/data/train/images/004430_male_Asian_18/mask2.jpg
004430,0,0,m,0,input/data/train/images/004430_male_Asian_18/mask4.jpg
004430,0,0,m,0,input/data/train/images/004430_male_Asian_18/mask1.jpg
004430,0,0,m,0,input/data/train/images/004430_male_Asian_18/mask5.jpg
004430,0,0,m,0,input/data/train/images/004430_male_Asian_18/mask3.jpg
001253,0,0,n,12,input/data/train/images/001253_male_Asian_24/normal.jpg
001253,0,0,i,6,input/data/train/images/001253_male_Asian_24/incorrect_mask.jpg
001253,0,0,m,0,input/data/train/images/001253_male_Asian_24/mask2.jpg
001253,0,0,m,0,input/data/train/images/001253_male_Asian_24/mask4.jpg
001253,0,0,m,0,input/data/train/images/001253_male_Asian_24/mask1.jpg
001253,0,0,m,0,input/data/train/images/001253_male_Asian_24/mask5.jpg
001253,0,0,m,0,input/data/train/images/001253_male_Asian_24/mask3.jpg
006228,0,0,m,0,input/data/train/images/006228_male_Asian_20/mask3.png
006228,0,0,m,0,input/data/train/images/006228_male_Asian_20/mask2.png
006228,0,0,n,12,input/data/train/images/006228_male_Asian_20/normal.png
006228,0,0,i,6,input/data/train/images/006228_male_Asian_20/incorrect_mask.png
006228,0,0,m,0,input/data/train/images/006228_male_Asian_20/mask5.png
006228,0,0,m,0,input/data/train/images/006228_male_Asian_20/mask1.png
006228,0,0,m,0,input/data/train/images/006228_male_Asian_20/mask4.png
006367,0,0,n,12,input/data/train/images/006367_male_Asian_19/normal.jpg
006367,0,0,i,6,input/data/train/images/006367_male_Asian_19/incorrect_mask.jpg
006367,0,0,m,0,input/data/train/images/006367_male_Asian_19/mask2.jpg
006367,0,0,m,0,input/data/train/images/006367_male_Asian_19/mask4.jpg
006367,0,0,m,0,input/data/train/images/006367_male_Asian_19/mask1.jpg
006367,0,0,m,0,input/data/train/images/006367_male_Asian_19/mask5.jpg
006367,0,0,m,0,input/data/train/images/006367_male_Asian_19/mask3.jpg
003110,1,0,n,15,input/data/train/images/003110_female_Asian_19/normal.jpg
003110,1,0,i,9,input/data/train/images/003110_female_Asian_19/incorrect_mask.jpg
003110,1,0,m,3,input/data/train/images/003110_female_Asian_19/mask2.jpg
003110,1,0,m,3,input/data/train/images/003110_female_Asian_19/mask4.jpg
003110,1,0,m,3,input/data/train/images/003110_female_Asian_19/mask1.jpg
003110,1,0,m,3,input/data/train/images/003110_female_Asian_19/mask5.jpg
003110,1,0,m,3,input/data/train/images/003110_female_Asian_19/mask3.jpg
001048,1,1,n,16,input/data/train/images/001048_female_Asian_59/normal.jpg
001048,1,1,i,10,input/data/train/images/001048_female_Asian_59/incorrect_mask.jpg
001048,1,1,m,4,input/data/train/images/001048_female_Asian_59/mask2.jpg
001048,1,1,m,4,input/data/train/images/001048_female_Asian_59/mask4.jpg
001048,1,1,m,4,input/data/train/images/001048_female_Asian_59/mask1.jpg
001048,1,1,m,4,input/data/train/images/001048_female_Asian_59/mask5.jpg
001048,1,1,m,4,input/data/train/images/001048_female_Asian_59/mask3.jpg
006528,1,0,n,15,input/data/train/images/006528_female_Asian_20/normal.jpeg
006528,1,0,m,3,input/data/train/images/006528_female_Asian_20/mask3.jpeg
006528,1,0,m,3,input/data/train/images/006528_female_Asian_20/mask2.jpeg
006528,1,0,m,3,input/data/train/images/006528_female_Asian_20/mask5.jpeg
006528,1,0,m,3,input/data/train/images/006528_female_Asian_20/mask4.jpeg
006528,1,0,i,9,input/data/train/images/006528_female_Asian_20/incorrect_mask.jpeg
006528,1,0,m,3,input/data/train/images/006528_female_Asian_20/mask1.jpeg
003176,1,0,n,15,input/data/train/images/003176_female_Asian_19/normal.jpg
003176,1,0,i,9,input/data/train/images/003176_female_Asian_19/incorrect_mask.jpg
003176,1,0,m,3,input/data/train/images/003176_female_Asian_19/mask2.jpg
003176,1,0,m,3,input/data/train/images/003176_female_Asian_19/mask4.jpg
003176,1,0,m,3,input/data/train/images/003176_female_Asian_19/mask1.jpg
003176,1,0,m,3,input/data/train/images/003176_female_Asian_19/mask5.jpg
003176,1,0,m,3,input/data/train/images/003176_female_Asian_19/mask3.jpg
006465,1,0,n,15,input/data/train/images/006465_female_Asian_18/normal.jpg
006465,1,0,i,9,input/data/train/images/006465_female_Asian_18/incorrect_mask.jpg
006465,1,0,m,3,input/data/train/images/006465_female_Asian_18/mask2.jpg
006465,1,0,m,3,input/data/train/images/006465_female_Asian_18/mask4.jpg
006465,1,0,m,3,input/data/train/images/006465_female_Asian_18/mask1.jpg
006465,1,0,m,3,input/data/train/images/006465_female_Asian_18/mask5.jpg
006465,1,0,m,3,input/data/train/images/006465_female_Asian_18/mask3.jpg
006235,0,0,m,0,input/data/train/images/006235_male_Asian_20/mask3.png
006235,0,0,m,0,input/data/train/images/006235_male_Asian_20/mask2.png
006235,0,0,n,12,input/data/train/images/006235_male_Asian_20/normal.png
006235,0,0,i,6,input/data/train/images/006235_male_Asian_20/incorrect_mask.png
006235,0,0,m,0,input/data/train/images/006235_male_Asian_20/mask5.png
006235,0,0,m,0,input/data/train/images/006235_male_Asian_20/mask1.png
006235,0,0,m,0,input/data/train/images/006235_male_Asian_20/mask4.png
003153,1,0,n,15,input/data/train/images/003153_female_Asian_19/normal.jpg
003153,1,0,i,9,input/data/train/images/003153_female_Asian_19/incorrect_mask.jpg
003153,1,0,m,3,input/data/train/images/003153_female_Asian_19/mask2.jpg
003153,1,0,m,3,input/data/train/images/003153_female_Asian_19/mask4.jpg
003153,1,0,m,3,input/data/train/images/003153_female_Asian_19/mask1.jpg
003153,1,0,m,3,input/data/train/images/003153_female_Asian_19/mask5.jpg
003153,1,0,m,3,input/data/train/images/003153_female_Asian_19/mask3.jpg
003792,0,1,n,13,input/data/train/images/003792_male_Asian_30/normal.jpg
003792,0,1,i,7,input/data/train/images/003792_male_Asian_30/incorrect_mask.jpg
003792,0,1,m,1,input/data/train/images/003792_male_Asian_30/mask2.jpg
003792,0,1,m,1,input/data/train/images/003792_male_Asian_30/mask4.jpg
003792,0,1,m,1,input/data/train/images/003792_male_Asian_30/mask1.jpg
003792,0,1,m,1,input/data/train/images/003792_male_Asian_30/mask5.jpg
003792,0,1,m,1,input/data/train/images/003792_male_Asian_30/mask3.jpg
006635,1,0,n,15,input/data/train/images/006635_female_Asian_19/normal.jpg
006635,1,0,i,9,input/data/train/images/006635_female_Asian_19/incorrect_mask.jpg
006635,1,0,m,3,input/data/train/images/006635_female_Asian_19/mask2.jpg
006635,1,0,m,3,input/data/train/images/006635_female_Asian_19/mask4.jpg
006635,1,0,m,3,input/data/train/images/006635_female_Asian_19/mask1.jpg
006635,1,0,m,3,input/data/train/images/006635_female_Asian_19/mask5.jpg
006635,1,0,m,3,input/data/train/images/006635_female_Asian_19/mask3.jpg
003139,1,0,n,15,input/data/train/images/003139_female_Asian_20/normal.jpg
003139,1,0,i,9,input/data/train/images/003139_female_Asian_20/incorrect_mask.jpg
003139,1,0,m,3,input/data/train/images/003139_female_Asian_20/mask2.jpg
003139,1,0,m,3,input/data/train/images/003139_female_Asian_20/mask4.jpg
003139,1,0,m,3,input/data/train/images/003139_female_Asian_20/mask1.jpg
003139,1,0,m,3,input/data/train/images/003139_female_Asian_20/mask5.jpg
003139,1,0,m,3,input/data/train/images/003139_female_Asian_20/mask3.jpg
000658,0,1,n,13,input/data/train/images/000658_male_Asian_58/normal.jpg
000658,0,1,i,7,input/data/train/images/000658_male_Asian_58/incorrect_mask.jpg
000658,0,1,m,1,input/data/train/images/000658_male_Asian_58/mask2.jpg
000658,0,1,m,1,input/data/train/images/000658_male_Asian_58/mask4.jpg
000658,0,1,m,1,input/data/train/images/000658_male_Asian_58/mask1.jpg
000658,0,1,m,1,input/data/train/images/000658_male_Asian_58/mask5.jpg
000658,0,1,m,1,input/data/train/images/000658_male_Asian_58/mask3.jpg
006670,0,0,n,12,input/data/train/images/006670_male_Asian_19/normal.jpeg
006670,0,0,m,0,input/data/train/images/006670_male_Asian_19/mask3.jpeg
006670,0,0,m,0,input/data/train/images/006670_male_Asian_19/mask2.jpeg
006670,0,0,m,0,input/data/train/images/006670_male_Asian_19/mask5.jpeg
006670,0,0,m,0,input/data/train/images/006670_male_Asian_19/mask4.jpeg
006670,0,0,i,6,input/data/train/images/006670_male_Asian_19/incorrect_mask.jpeg
006670,0,0,m,0,input/data/train/images/006670_male_Asian_19/mask1.jpeg
001089,1,0,n,15,input/data/train/images/001089_female_Asian_25/normal.jpg
001089,1,0,i,9,input/data/train/images/001089_female_Asian_25/incorrect_mask.jpg
001089,1,0,m,3,input/data/train/images/001089_female_Asian_25/mask2.jpg
001089,1,0,m,3,input/data/train/images/001089_female_Asian_25/mask4.jpg
001089,1,0,m,3,input/data/train/images/001089_female_Asian_25/mask1.jpg
001089,1,0,m,3,input/data/train/images/001089_female_Asian_25/mask5.jpg
001089,1,0,m,3,input/data/train/images/001089_female_Asian_25/mask3.jpg
004429,0,0,n,12,input/data/train/images/004429_male_Asian_18/normal.jpg
004429,0,0,i,6,input/data/train/images/004429_male_Asian_18/incorrect_mask.jpg
004429,0,0,m,0,input/data/train/images/004429_male_Asian_18/mask2.jpg
004429,0,0,m,0,input/data/train/images/004429_male_Asian_18/mask4.jpg
004429,0,0,m,0,input/data/train/images/004429_male_Asian_18/mask1.jpg
004429,0,0,m,0,input/data/train/images/004429_male_Asian_18/mask5.jpg
004429,0,0,m,0,input/data/train/images/004429_male_Asian_18/mask3.jpg
006447,1,0,n,15,input/data/train/images/006447_female_Asian_18/normal.jpg
006447,1,0,i,9,input/data/train/images/006447_female_Asian_18/incorrect_mask.jpg
006447,1,0,m,3,input/data/train/images/006447_female_Asian_18/mask2.jpg
006447,1,0,m,3,input/data/train/images/006447_female_Asian_18/mask4.jpg
006447,1,0,m,3,input/data/train/images/006447_female_Asian_18/mask1.jpg
006447,1,0,m,3,input/data/train/images/006447_female_Asian_18/mask5.jpg
006447,1,0,m,3,input/data/train/images/006447_female_Asian_18/mask3.jpg
000619,1,1,n,16,input/data/train/images/000619_female_Asian_56/normal.jpg
000619,1,1,i,10,input/data/train/images/000619_female_Asian_56/incorrect_mask.jpg
000619,1,1,m,4,input/data/train/images/000619_female_Asian_56/mask2.jpg
000619,1,1,m,4,input/data/train/images/000619_female_Asian_56/mask4.jpg
000619,1,1,m,4,input/data/train/images/000619_female_Asian_56/mask1.jpg
000619,1,1,m,4,input/data/train/images/000619_female_Asian_56/mask5.jpg
000619,1,1,m,4,input/data/train/images/000619_female_Asian_56/mask3.jpg
003811,0,2,n,14,input/data/train/images/003811_male_Asian_60/normal.jpg
003811,0,2,i,8,input/data/train/images/003811_male_Asian_60/incorrect_mask.jpg
003811,0,2,m,2,input/data/train/images/003811_male_Asian_60/mask2.jpg
003811,0,2,m,2,input/data/train/images/003811_male_Asian_60/mask4.jpg
003811,0,2,m,2,input/data/train/images/003811_male_Asian_60/mask1.jpg
003811,0,2,m,2,input/data/train/images/003811_male_Asian_60/mask5.jpg
003811,0,2,m,2,input/data/train/images/003811_male_Asian_60/mask3.jpg
000740,1,1,n,16,input/data/train/images/000740_female_Asian_52/normal.jpg
000740,1,1,i,10,input/data/train/images/000740_female_Asian_52/incorrect_mask.jpg
000740,1,1,m,4,input/data/train/images/000740_female_Asian_52/mask2.jpg
000740,1,1,m,4,input/data/train/images/000740_female_Asian_52/mask4.jpg
000740,1,1,m,4,input/data/train/images/000740_female_Asian_52/mask1.jpg
000740,1,1,m,4,input/data/train/images/000740_female_Asian_52/mask5.jpg
000740,1,1,m,4,input/data/train/images/000740_female_Asian_52/mask3.jpg
001774-1,1,1,n,16,input/data/train/images/001774-1_female_Asian_52/normal.jpg
001774-1,1,1,i,10,input/data/train/images/001774-1_female_Asian_52/incorrect_mask.jpg
001774-1,1,1,m,4,input/data/train/images/001774-1_female_Asian_52/mask2.jpg
001774-1,1,1,m,4,input/data/train/images/001774-1_female_Asian_52/mask4.jpg
001774-1,1,1,m,4,input/data/train/images/001774-1_female_Asian_52/mask1.jpg
001774-1,1,1,m,4,input/data/train/images/001774-1_female_Asian_52/mask5.jpg
001774-1,1,1,m,4,input/data/train/images/001774-1_female_Asian_52/mask3.jpg
000522,1,1,n,16,input/data/train/images/000522_female_Asian_51/normal.jpg
000522,1,1,i,10,input/data/train/images/000522_female_Asian_51/incorrect_mask.jpg
000522,1,1,m,4,input/data/train/images/000522_female_Asian_51/mask2.jpg
000522,1,1,m,4,input/data/train/images/000522_female_Asian_51/mask4.jpg
000522,1,1,m,4,input/data/train/images/000522_female_Asian_51/mask1.jpg
000522,1,1,m,4,input/data/train/images/000522_female_Asian_51/mask5.jpg
000522,1,1,m,4,input/data/train/images/000522_female_Asian_51/mask3.jpg
004239,1,2,n,17,input/data/train/images/004239_female_Asian_60/normal.jpg
004239,1,2,i,11,input/data/train/images/004239_female_Asian_60/incorrect_mask.jpg
004239,1,2,m,5,input/data/train/images/004239_female_Asian_60/mask2.jpg
004239,1,2,m,5,input/data/train/images/004239_female_Asian_60/mask4.jpg
004239,1,2,m,5,input/data/train/images/004239_female_Asian_60/mask1.jpg
004239,1,2,m,5,input/data/train/images/004239_female_Asian_60/mask5.jpg
004239,1,2,m,5,input/data/train/images/004239_female_Asian_60/mask3.jpg
003796,1,0,n,15,input/data/train/images/003796_female_Asian_26/normal.jpg
003796,1,0,i,9,input/data/train/images/003796_female_Asian_26/incorrect_mask.jpg
003796,1,0,m,3,input/data/train/images/003796_female_Asian_26/mask2.jpg
003796,1,0,m,3,input/data/train/images/003796_female_Asian_26/mask4.jpg
003796,1,0,m,3,input/data/train/images/003796_female_Asian_26/mask1.jpg
003796,1,0,m,3,input/data/train/images/003796_female_Asian_26/mask5.jpg
003796,1,0,m,3,input/data/train/images/003796_female_Asian_26/mask3.jpg
006444,1,0,n,15,input/data/train/images/006444_female_Asian_18/normal.jpg
006444,1,0,i,9,input/data/train/images/006444_female_Asian_18/incorrect_mask.jpg
006444,1,0,m,3,input/data/train/images/006444_female_Asian_18/mask2.jpg
006444,1,0,m,3,input/data/train/images/006444_female_Asian_18/mask4.jpg
006444,1,0,m,3,input/data/train/images/006444_female_Asian_18/mask1.jpg
006444,1,0,m,3,input/data/train/images/006444_female_Asian_18/mask5.jpg
006444,1,0,m,3,input/data/train/images/006444_female_Asian_18/mask3.jpg
006621,0,0,n,12,input/data/train/images/006621_male_Asian_19/normal.jpeg
006621,0,0,m,0,input/data/train/images/006621_male_Asian_19/mask3.jpeg
006621,0,0,m,0,input/data/train/images/006621_male_Asian_19/mask2.jpeg
006621,0,0,m,0,input/data/train/images/006621_male_Asian_19/mask5.jpeg
006621,0,0,m,0,input/data/train/images/006621_male_Asian_19/mask4.jpeg
006621,0,0,i,6,input/data/train/images/006621_male_Asian_19/incorrect_mask.jpeg
006621,0,0,m,0,input/data/train/images/006621_male_Asian_19/mask1.jpeg
003862,0,1,n,13,input/data/train/images/003862_male_Asian_56/normal.jpg
003862,0,1,i,7,input/data/train/images/003862_male_Asian_56/incorrect_mask.jpg
003862,0,1,m,1,input/data/train/images/003862_male_Asian_56/mask2.jpg
003862,0,1,m,1,input/data/train/images/003862_male_Asian_56/mask4.jpg
003862,0,1,m,1,input/data/train/images/003862_male_Asian_56/mask1.jpg
003862,0,1,m,1,input/data/train/images/003862_male_Asian_56/mask5.jpg
003862,0,1,m,1,input/data/train/images/003862_male_Asian_56/mask3.jpg
006412,1,0,n,15,input/data/train/images/006412_female_Asian_18/normal.jpg
006412,1,0,i,9,input/data/train/images/006412_female_Asian_18/incorrect_mask.jpg
006412,1,0,m,3,input/data/train/images/006412_female_Asian_18/mask2.jpg
006412,1,0,m,3,input/data/train/images/006412_female_Asian_18/mask4.jpg
006412,1,0,m,3,input/data/train/images/006412_female_Asian_18/mask1.jpg
006412,1,0,m,3,input/data/train/images/006412_female_Asian_18/mask5.jpg
006412,1,0,m,3,input/data/train/images/006412_female_Asian_18/mask3.jpg
003723,1,2,n,17,input/data/train/images/003723_female_Asian_60/normal.jpg
003723,1,2,i,11,input/data/train/images/003723_female_Asian_60/incorrect_mask.jpg
003723,1,2,m,5,input/data/train/images/003723_female_Asian_60/mask2.jpg
003723,1,2,m,5,input/data/train/images/003723_female_Asian_60/mask4.jpg
003723,1,2,m,5,input/data/train/images/003723_female_Asian_60/mask1.jpg
003723,1,2,m,5,input/data/train/images/003723_female_Asian_60/mask5.jpg
003723,1,2,m,5,input/data/train/images/003723_female_Asian_60/mask3.jpg
001621,1,1,n,16,input/data/train/images/001621_female_Asian_34/normal.jpg
001621,1,1,i,10,input/data/train/images/001621_female_Asian_34/incorrect_mask.jpg
001621,1,1,m,4,input/data/train/images/001621_female_Asian_34/mask2.jpg
001621,1,1,m,4,input/data/train/images/001621_female_Asian_34/mask4.jpg
001621,1,1,m,4,input/data/train/images/001621_female_Asian_34/mask1.jpg
001621,1,1,m,4,input/data/train/images/001621_female_Asian_34/mask5.jpg
001621,1,1,m,4,input/data/train/images/001621_female_Asian_34/mask3.jpg
000070,1,1,n,16,input/data/train/images/000070_female_Asian_58/normal.jpg
000070,1,1,i,10,input/data/train/images/000070_female_Asian_58/incorrect_mask.jpg
000070,1,1,m,4,input/data/train/images/000070_female_Asian_58/mask2.jpg
000070,1,1,m,4,input/data/train/images/000070_female_Asian_58/mask4.jpg
000070,1,1,m,4,input/data/train/images/000070_female_Asian_58/mask1.jpg
000070,1,1,m,4,input/data/train/images/000070_female_Asian_58/mask5.jpg
000070,1,1,m,4,input/data/train/images/000070_female_Asian_58/mask3.jpg
003434,0,1,n,13,input/data/train/images/003434_male_Asian_50/normal.jpg
003434,0,1,i,7,input/data/train/images/003434_male_Asian_50/incorrect_mask.jpg
003434,0,1,m,1,input/data/train/images/003434_male_Asian_50/mask2.jpg
003434,0,1,m,1,input/data/train/images/003434_male_Asian_50/mask4.jpg
003434,0,1,m,1,input/data/train/images/003434_male_Asian_50/mask1.jpg
003434,0,1,m,1,input/data/train/images/003434_male_Asian_50/mask5.jpg
003434,0,1,m,1,input/data/train/images/003434_male_Asian_50/mask3.jpg
005107,1,1,n,16,input/data/train/images/005107_female_Asian_38/normal.jpg
005107,1,1,i,10,input/data/train/images/005107_female_Asian_38/incorrect_mask.jpg
005107,1,1,m,4,input/data/train/images/005107_female_Asian_38/mask2.jpg
005107,1,1,m,4,input/data/train/images/005107_female_Asian_38/mask4.jpg
005107,1,1,m,4,input/data/train/images/005107_female_Asian_38/mask1.jpg
005107,1,1,m,4,input/data/train/images/005107_female_Asian_38/mask5.jpg
005107,1,1,m,4,input/data/train/images/005107_female_Asian_38/mask3.jpg
006460,1,0,n,15,input/data/train/images/006460_female_Asian_18/normal.jpg
006460,1,0,i,9,input/data/train/images/006460_female_Asian_18/incorrect_mask.jpg
006460,1,0,m,3,input/data/train/images/006460_female_Asian_18/mask2.jpg
006460,1,0,m,3,input/data/train/images/006460_female_Asian_18/mask4.jpg
006460,1,0,m,3,input/data/train/images/006460_female_Asian_18/mask1.jpg
006460,1,0,m,3,input/data/train/images/006460_female_Asian_18/mask5.jpg
006460,1,0,m,3,input/data/train/images/006460_female_Asian_18/mask3.jpg
003095,1,0,n,15,input/data/train/images/003095_female_Asian_20/normal.jpg
003095,1,0,i,9,input/data/train/images/003095_female_Asian_20/incorrect_mask.jpg
003095,1,0,m,3,input/data/train/images/003095_female_Asian_20/mask2.jpg
003095,1,0,m,3,input/data/train/images/003095_female_Asian_20/mask4.jpg
003095,1,0,m,3,input/data/train/images/003095_female_Asian_20/mask1.jpg
003095,1,0,m,3,input/data/train/images/003095_female_Asian_20/mask5.jpg
003095,1,0,m,3,input/data/train/images/003095_female_Asian_20/mask3.jpg
000528,1,1,n,16,input/data/train/images/000528_female_Asian_51/normal.jpg
000528,1,1,i,10,input/data/train/images/000528_female_Asian_51/incorrect_mask.jpg
000528,1,1,m,4,input/data/train/images/000528_female_Asian_51/mask2.jpg
000528,1,1,m,4,input/data/train/images/000528_female_Asian_51/mask4.jpg
000528,1,1,m,4,input/data/train/images/000528_female_Asian_51/mask1.jpg
000528,1,1,m,4,input/data/train/images/000528_female_Asian_51/mask5.jpg
000528,1,1,m,4,input/data/train/images/000528_female_Asian_51/mask3.jpg
000270,1,1,n,16,input/data/train/images/000270_female_Asian_49/normal.jpg
000270,1,1,i,10,input/data/train/images/000270_female_Asian_49/incorrect_mask.jpg
000270,1,1,m,4,input/data/train/images/000270_female_Asian_49/mask2.jpg
000270,1,1,m,4,input/data/train/images/000270_female_Asian_49/mask4.jpg
000270,1,1,m,4,input/data/train/images/000270_female_Asian_49/mask1.jpg
000270,1,1,m,4,input/data/train/images/000270_female_Asian_49/mask5.jpg
000270,1,1,m,4,input/data/train/images/000270_female_Asian_49/mask3.jpg
001656,1,2,n,17,input/data/train/images/001656_female_Asian_60/normal.jpg
001656,1,2,i,11,input/data/train/images/001656_female_Asian_60/incorrect_mask.jpg
001656,1,2,m,5,input/data/train/images/001656_female_Asian_60/mask2.jpg
001656,1,2,m,5,input/data/train/images/001656_female_Asian_60/mask4.jpg
001656,1,2,m,5,input/data/train/images/001656_female_Asian_60/mask1.jpg
001656,1,2,m,5,input/data/train/images/001656_female_Asian_60/mask5.jpg
001656,1,2,m,5,input/data/train/images/001656_female_Asian_60/mask3.jpg
006129,0,0,m,0,input/data/train/images/006129_male_Asian_20/mask3.png
006129,0,0,m,0,input/data/train/images/006129_male_Asian_20/mask2.png
006129,0,0,n,12,input/data/train/images/006129_male_Asian_20/normal.png
006129,0,0,i,6,input/data/train/images/006129_male_Asian_20/incorrect_mask.png
006129,0,0,m,0,input/data/train/images/006129_male_Asian_20/mask5.png
006129,0,0,m,0,input/data/train/images/006129_male_Asian_20/mask1.png
006129,0,0,m,0,input/data/train/images/006129_male_Asian_20/mask4.png
006487,1,0,n,15,input/data/train/images/006487_female_Asian_18/normal.jpg
006487,1,0,i,9,input/data/train/images/006487_female_Asian_18/incorrect_mask.jpg
006487,1,0,m,3,input/data/train/images/006487_female_Asian_18/mask2.jpg
006487,1,0,m,3,input/data/train/images/006487_female_Asian_18/mask4.jpg
006487,1,0,m,3,input/data/train/images/006487_female_Asian_18/mask1.jpg
006487,1,0,m,3,input/data/train/images/006487_female_Asian_18/mask5.jpg
006487,1,0,m,3,input/data/train/images/006487_female_Asian_18/mask3.jpg
005257,0,0,n,12,input/data/train/images/005257_male_Asian_22/normal.jpg
005257,0,0,i,6,input/data/train/images/005257_male_Asian_22/incorrect_mask.jpg
005257,0,0,m,0,input/data/train/images/005257_male_Asian_22/mask2.jpg
005257,0,0,m,0,input/data/train/images/005257_male_Asian_22/mask4.jpg
005257,0,0,m,0,input/data/train/images/005257_male_Asian_22/mask1.jpg
005257,0,0,m,0,input/data/train/images/005257_male_Asian_22/mask5.jpg
005257,0,0,m,0,input/data/train/images/005257_male_Asian_22/mask3.jpg
001352,1,0,n,15,input/data/train/images/001352_female_Asian_18/normal.jpg
001352,1,0,i,9,input/data/train/images/001352_female_Asian_18/incorrect_mask.jpg
001352,1,0,m,3,input/data/train/images/001352_female_Asian_18/mask2.jpg
001352,1,0,m,3,input/data/train/images/001352_female_Asian_18/mask4.jpg
001352,1,0,m,3,input/data/train/images/001352_female_Asian_18/mask1.jpg
001352,1,0,m,3,input/data/train/images/001352_female_Asian_18/mask5.jpg
001352,1,0,m,3,input/data/train/images/001352_female_Asian_18/mask3.jpg
001766,1,1,n,16,input/data/train/images/001766_female_Asian_53/normal.jpg
001766,1,1,i,10,input/data/train/images/001766_female_Asian_53/incorrect_mask.jpg
001766,1,1,m,4,input/data/train/images/001766_female_Asian_53/mask2.jpg
001766,1,1,m,4,input/data/train/images/001766_female_Asian_53/mask4.jpg
001766,1,1,m,4,input/data/train/images/001766_female_Asian_53/mask1.jpg
001766,1,1,m,4,input/data/train/images/001766_female_Asian_53/mask5.jpg
001766,1,1,m,4,input/data/train/images/001766_female_Asian_53/mask3.jpg
000779,1,1,n,16,input/data/train/images/000779_female_Asian_50/normal.jpg
000779,1,1,i,10,input/data/train/images/000779_female_Asian_50/incorrect_mask.jpg
000779,1,1,m,4,input/data/train/images/000779_female_Asian_50/mask2.jpg
